pair_i,pair_j,a,b,c,d,e,f,g,jab_seed,jde_seed,entry_jab,entry_jde,twoJ,val,rdm_me,contribution,status
16,16,2,4,2,2,4,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,16,2,4,2,2,4,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,16,2,4,2,2,4,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,16,2,4,2,2,4,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,16,2,4,2,2,4,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,16,2,4,2,2,4,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,33,2,4,3,2,3,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,34,2,4,3,2,5,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,34,2,4,3,2,5,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,34,2,4,3,2,5,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,34,2,4,3,2,5,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,34,2,4,3,2,5,2,14,1,1,1,1,2,-0.75,0,-0,zero-return
16,34,2,4,3,2,5,2,14,1,1,1,1,4,-0.3,0,-0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,2,0.935414346693486,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,4,0.836660026534076,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,2,0.935414346693486,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,4,0.836660026534076,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,2,0.935414346693486,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,4,0.836660026534076,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,2,0.935414346693486,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,4,0.836660026534076,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,2,0.935414346693486,0,0,zero-return
16,68,2,4,2,2,2,2,14,1,2,1,2,4,0.836660026534076,0,0,zero-return
16,69,2,4,2,2,4,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,69,2,4,2,2,4,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,69,2,4,2,2,4,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,69,2,4,2,2,4,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,69,2,4,2,2,4,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,69,2,4,2,2,4,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309,0,-0,zero-return
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309,0,-0,zero-return
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309,0,-0,zero-return
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309,0,-0,zero-return
16,74,2,4,4,2,2,2,14,1,2,1,2,2,-1.41421356237309,0,-0,zero-return
16,75,2,4,4,2,4,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,75,2,4,4,2,4,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,75,2,4,4,2,4,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,93,2,4,3,2,3,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,94,2,4,3,2,5,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,94,2,4,3,2,5,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,94,2,4,3,2,5,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,94,2,4,3,2,5,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,94,2,4,3,2,5,2,14,1,2,1,2,2,0.661437827766148,0,0,zero-return
16,94,2,4,3,2,5,2,14,1,2,1,2,4,0.591607978309961,0,0,zero-return
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,108,2,4,5,2,3,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,109,2,4,5,2,5,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,109,2,4,5,2,5,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,109,2,4,5,2,5,2,14,1,2,1,2,2,-1,0,-0,zero-return
16,130,2,4,3,2,3,2,14,1,3,1,3,4,-0.748331477354788,0,-0,zero-return
16,130,2,4,3,2,3,2,14,1,3,1,3,4,-0.748331477354788,0,-0,zero-return
16,130,2,4,3,2,3,2,14,1,3,1,3,4,-0.748331477354788,0,-0,zero-return
17,17,2,4,2,2,4,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,17,2,4,2,2,4,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,17,2,4,2,2,4,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,17,2,4,2,2,4,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,17,2,4,2,2,4,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,17,2,4,2,2,4,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,19,2,4,4,2,4,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,19,2,4,4,2,4,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,19,2,4,4,2,4,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,37,2,4,3,2,3,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,38,2,4,3,2,5,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,38,2,4,3,2,5,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,38,2,4,3,2,5,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,38,2,4,3,2,5,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,38,2,4,3,2,5,2,16,1,1,1,1,2,0.5,0,0,zero-return
17,38,2,4,3,2,5,2,16,1,1,1,1,4,-0.55,0,-0,zero-return
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,53,2,4,5,2,3,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,54,2,4,5,2,5,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,54,2,4,5,2,5,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,54,2,4,5,2,5,2,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159,0,-0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583,0,0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159,0,-0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583,0,0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159,0,-0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583,0,0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159,0,-0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583,0,0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,2,-1.22474487139159,0,-0,zero-return
17,70,2,4,2,2,2,2,16,1,2,1,2,4,0.273861278752583,0,0,zero-return
17,71,2,4,2,2,4,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,71,2,4,2,2,4,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,71,2,4,2,2,4,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,71,2,4,2,2,4,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,71,2,4,2,2,4,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,71,2,4,2,2,4,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438,0,0,zero-return
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438,0,0,zero-return
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438,0,0,zero-return
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438,0,0,zero-return
17,76,2,4,4,2,2,2,16,1,2,1,2,2,0.866025403784438,0,0,zero-return
17,77,2,4,4,2,4,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,77,2,4,4,2,4,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,77,2,4,4,2,4,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,96,2,4,3,2,3,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,97,2,4,3,2,5,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,97,2,4,3,2,5,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,97,2,4,3,2,5,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,97,2,4,3,2,5,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,97,2,4,3,2,5,2,16,1,2,1,2,2,-0.866025403784439,0,-0,zero-return
17,97,2,4,3,2,5,2,16,1,2,1,2,4,0.193649167310371,0,0,zero-return
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,111,2,4,5,2,3,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,112,2,4,5,2,5,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,112,2,4,5,2,5,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,112,2,4,5,2,5,2,16,1,2,1,2,2,0.612372435695794,0,0,zero-return
17,131,2,4,3,2,3,2,16,1,3,1,3,4,0.687386354243376,0,0,zero-return
17,131,2,4,3,2,3,2,16,1,3,1,3,4,0.687386354243376,0,0,zero-return
17,131,2,4,3,2,3,2,16,1,3,1,3,4,0.687386354243376,0,0,zero-return
18,18,2,4,2,2,4,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,18,2,4,2,2,4,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,18,2,4,2,2,4,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,18,2,4,2,2,4,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,18,2,4,2,2,4,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,18,2,4,2,2,4,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,20,2,4,4,2,4,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,20,2,4,4,2,4,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,20,2,4,4,2,4,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,41,2,4,3,2,3,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,42,2,4,3,2,5,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,42,2,4,3,2,5,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,42,2,4,3,2,5,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,42,2,4,3,2,5,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,42,2,4,3,2,5,2,18,1,1,1,1,2,-0.25,0,-0,zero-return
18,42,2,4,3,2,5,2,18,1,1,1,1,4,0.5,0,0,zero-return
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,57,2,4,5,2,3,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,58,2,4,5,2,5,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,58,2,4,5,2,5,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,58,2,4,5,2,5,2,18,1,1,1,1,2,-1,0,-0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292,0,0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159,0,-0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292,0,0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159,0,-0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292,0,0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159,0,-0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292,0,0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159,0,-0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,2,1.36930639376292,0,0,zero-return
18,72,2,4,2,2,2,2,18,1,2,1,2,4,-1.22474487139159,0,-0,zero-return
18,73,2,4,2,2,4,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,73,2,4,2,2,4,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,73,2,4,2,2,4,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,73,2,4,2,2,4,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,73,2,4,2,2,4,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,73,2,4,2,2,4,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,99,2,4,3,2,3,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,100,2,4,3,2,5,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,100,2,4,3,2,5,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,100,2,4,3,2,5,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,100,2,4,3,2,5,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
18,100,2,4,3,2,5,2,18,1,2,1,2,2,0.968245836551854,0,0,zero-return
18,100,2,4,3,2,5,2,18,1,2,1,2,4,-0.866025403784438,0,-0,zero-return
19,40,2,4,3,4,5,4,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
19,40,2,4,3,4,5,4,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
19,40,2,4,3,4,5,4,16,1,1,1,1,2,0.790569415042095,0,0,zero-return
19,56,2,4,5,4,5,4,16,1,1,1,1,2,-1,0,-0,zero-return
19,56,2,4,5,4,5,4,16,1,1,1,1,2,-1,0,-0,zero-return
19,56,2,4,5,4,5,4,16,1,1,1,1,2,-1,0,-0,zero-return
20,44,2,4,3,4,5,4,18,1,1,1,1,2,-1,0,-0,zero-return
20,44,2,4,3,4,5,4,18,1,1,1,1,2,-1,0,-0,zero-return
20,44,2,4,3,4,5,4,18,1,1,1,1,2,-1,0,-0,zero-return
20,60,2,4,5,4,5,4,18,1,1,1,1,2,0.5,0,0,zero-return
20,60,2,4,5,4,5,4,18,1,1,1,1,2,0.5,0,0,zero-return
20,60,2,4,5,4,5,4,18,1,1,1,1,2,0.5,0,0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,21,2,3,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,22,2,3,2,2,5,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,22,2,3,2,2,5,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,22,2,3,2,2,5,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,22,2,3,2,2,5,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,22,2,3,2,2,5,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
21,22,2,3,2,2,5,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,81,2,3,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,82,2,3,2,2,5,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,82,2,3,2,2,5,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,82,2,3,2,2,5,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,82,2,3,2,2,5,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,82,2,3,2,2,5,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
21,82,2,3,2,2,5,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,102,2,3,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,103,2,3,4,2,5,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,103,2,3,4,2,5,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,103,2,3,4,2,5,2,15,1,2,1,2,2,-1,0,-0,zero-return
21,127,2,3,2,2,3,2,15,1,3,1,3,4,-0.748331477354788,0,-0,zero-return
21,127,2,3,2,2,3,2,15,1,3,1,3,4,-0.748331477354788,0,-0,zero-return
21,127,2,3,2,2,3,2,15,1,3,1,3,4,-0.748331477354788,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,21,2,5,2,2,3,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,22,2,5,2,2,5,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,22,2,5,2,2,5,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,22,2,5,2,2,5,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,22,2,5,2,2,5,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,22,2,5,2,2,5,2,15,1,1,1,1,2,-0.75,0,-0,zero-return
22,22,2,5,2,2,5,2,15,1,1,1,1,4,-0.3,0,-0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,81,2,5,2,2,3,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,82,2,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,82,2,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,82,2,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,82,2,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,82,2,5,2,2,5,2,15,1,2,1,2,2,0.661437827766148,0,0,zero-return
22,82,2,5,2,2,5,2,15,1,2,1,2,4,0.591607978309961,0,0,zero-return
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
22,102,2,5,4,2,3,2,15,1,2,1,2,2,-1,0,-0,zero-return
22,103,2,5,4,2,5,2,15,1,2,1,2,2,-1,0,-0,zero-return
22,103,2,5,4,2,5,2,15,1,2,1,2,2,-1,0,-0,zero-return
22,103,2,5,4,2,5,2,15,1,2,1,2,2,-1,0,-0,zero-return
