pair_i,pair_j,a,b,c,d,e,f,g,jab_seed,jde_seed,val
0,0,2,2,2,2,2,2,16,0,0,0
0,6,2,2,3,2,3,2,16,0,0,0
0,17,2,2,2,2,4,2,16,0,1,0
0,19,2,2,4,2,4,2,16,0,1,0
0,37,2,2,3,2,3,2,16,0,1,0
0,38,2,2,3,2,5,2,16,0,1,0
0,39,2,2,3,2,4,3,16,0,1,0
0,40,2,2,3,2,5,4,16,0,1,0
0,53,2,2,5,2,3,2,16,0,1,0
0,54,2,2,5,2,5,2,16,0,1,0
0,55,2,2,5,2,4,3,16,0,1,0
0,56,2,2,5,2,5,4,16,0,1,0
0,70,2,2,2,2,2,2,16,0,2,0
0,71,2,2,2,2,4,2,16,0,2,0
0,76,2,2,4,2,2,2,16,0,2,0
0,77,2,2,4,2,4,2,16,0,2,0
0,96,2,2,3,2,3,2,16,0,2,0
0,97,2,2,3,2,5,2,16,0,2,0
0,98,2,2,3,2,4,3,16,0,2,0
0,111,2,2,5,2,3,2,16,0,2,0
0,112,2,2,5,2,5,2,16,0,2,0
0,113,2,2,5,2,4,3,16,0,2,0
0,131,2,2,3,2,3,2,16,0,3,0
1,0,4,4,2,2,2,2,16,0,0,0
1,6,4,4,3,2,3,2,16,0,0,0
1,17,4,4,2,2,4,2,16,0,1,0
1,19,4,4,4,2,4,2,16,0,1,0
1,37,4,4,3,2,3,2,16,0,1,0
1,38,4,4,3,2,5,2,16,0,1,0
1,39,4,4,3,2,4,3,16,0,1,0
1,40,4,4,3,2,5,4,16,0,1,0
1,53,4,4,5,2,3,2,16,0,1,0
1,54,4,4,5,2,5,2,16,0,1,0
1,55,4,4,5,2,4,3,16,0,1,0
1,56,4,4,5,2,5,4,16,0,1,0
1,70,4,4,2,2,2,2,16,0,2,0
1,71,4,4,2,2,4,2,16,0,2,0
1,76,4,4,4,2,2,2,16,0,2,0
1,77,4,4,4,2,4,2,16,0,2,0
1,96,4,4,3,2,3,2,16,0,2,0
1,97,4,4,3,2,5,2,16,0,2,0
1,98,4,4,3,2,4,3,16,0,2,0
1,111,4,4,5,2,3,2,16,0,2,0
1,112,4,4,5,2,5,2,16,0,2,0
1,113,4,4,5,2,4,3,16,0,2,0
1,131,4,4,3,2,3,2,16,0,3,0
2,3,2,2,4,4,4,4,18,0,0,0
2,11,2,2,5,4,5,4,18,0,0,0
2,18,2,2,2,4,4,2,18,0,1,0
2,20,2,2,4,4,4,2,18,0,1,0
2,41,2,2,3,4,3,2,18,0,1,0
2,42,2,2,3,4,5,2,18,0,1,0
2,43,2,2,3,4,4,3,18,0,1,0
2,44,2,2,3,4,5,4,18,0,1,0
2,57,2,2,5,4,3,2,18,0,1,0
2,58,2,2,5,4,5,2,18,0,1,0
2,59,2,2,5,4,4,3,18,0,1,0
2,60,2,2,5,4,5,4,18,0,1,0
2,72,2,2,2,4,2,2,18,0,2,0
2,99,2,2,3,4,3,2,18,0,2,0
3,3,4,4,4,4,4,4,18,0,0,0
3,11,4,4,5,4,5,4,18,0,0,0
3,18,4,4,2,4,4,2,18,0,1,0
3,20,4,4,4,4,4,2,18,0,1,0
3,41,4,4,3,4,3,2,18,0,1,0
3,42,4,4,3,4,5,2,18,0,1,0
3,43,4,4,3,4,4,3,18,0,1,0
3,44,4,4,3,4,5,4,18,0,1,0
3,57,4,4,5,4,3,2,18,0,1,0
3,58,4,4,5,4,5,2,18,0,1,0
3,59,4,4,5,4,4,3,18,0,1,0
3,60,4,4,5,4,5,4,18,0,1,0
3,72,4,4,2,4,2,2,18,0,2,0
3,99,4,4,3,4,3,2,18,0,2,0
4,4,2,3,2,2,3,2,17,0,0,0
4,12,2,3,3,2,3,3,17,0,0,0
4,25,2,3,2,2,3,2,17,0,1,0
4,26,2,3,2,2,5,2,17,0,1,0
4,27,2,3,2,2,4,3,17,0,1,0
4,28,2,3,2,2,5,4,17,0,1,0
4,45,2,3,4,2,3,2,17,0,1,0
4,46,2,3,4,2,5,2,17,0,1,0
4,47,2,3,4,2,4,3,17,0,1,0
4,48,2,3,4,2,5,4,17,0,1,0
4,62,2,3,3,2,5,3,17,0,1,0
4,64,2,3,5,2,5,3,17,0,1,0
4,84,2,3,2,2,3,2,17,0,2,0
4,85,2,3,2,2,5,2,17,0,2,0
4,86,2,3,2,2,4,3,17,0,2,0
4,105,2,3,4,2,3,2,17,0,2,0
4,106,2,3,4,2,5,2,17,0,2,0
4,107,2,3,4,2,4,3,17,0,2,0
4,118,2,3,3,2,3,3,17,0,2,0
4,119,2,3,3,2,5,3,17,0,2,0
4,124,2,3,5,2,3,3,17,0,2,0
4,125,2,3,5,2,5,3,17,0,2,0
4,128,2,3,2,2,3,2,17,0,3,0
5,4,4,5,2,2,3,2,17,0,0,0
5,12,4,5,3,2,3,3,17,0,0,0
5,25,4,5,2,2,3,2,17,0,1,0
5,26,4,5,2,2,5,2,17,0,1,0
5,27,4,5,2,2,4,3,17,0,1,0
5,28,4,5,2,2,5,4,17,0,1,0
5,45,4,5,4,2,3,2,17,0,1,0
5,46,4,5,4,2,5,2,17,0,1,0
5,47,4,5,4,2,4,3,17,0,1,0
5,48,4,5,4,2,5,4,17,0,1,0
5,62,4,5,3,2,5,3,17,0,1,0
5,64,4,5,5,2,5,3,17,0,1,0
5,84,4,5,2,2,3,2,17,0,2,0
5,85,4,5,2,2,5,2,17,0,2,0
5,86,4,5,2,2,4,3,17,0,2,0
5,105,4,5,4,2,3,2,17,0,2,0
5,106,4,5,4,2,5,2,17,0,2,0
5,107,4,5,4,2,4,3,17,0,2,0
5,118,4,5,3,2,3,3,17,0,2,0
5,119,4,5,3,2,5,3,17,0,2,0
5,124,4,5,5,2,3,3,17,0,2,0
5,125,4,5,5,2,5,3,17,0,2,0
5,128,4,5,2,2,3,2,17,0,3,0
6,0,2,3,2,3,2,2,16,0,0,0
6,6,2,3,3,3,3,2,16,0,0,0
6,17,2,3,2,3,4,2,16,0,1,0
6,19,2,3,4,3,4,2,16,0,1,0
6,37,2,3,3,3,3,2,16,0,1,0
6,38,2,3,3,3,5,2,16,0,1,0
6,39,2,3,3,3,4,3,16,0,1,0
6,40,2,3,3,3,5,4,16,0,1,0
6,53,2,3,5,3,3,2,16,0,1,0
6,54,2,3,5,3,5,2,16,0,1,0
6,55,2,3,5,3,4,3,16,0,1,0
6,56,2,3,5,3,5,4,16,0,1,0
6,70,2,3,2,3,2,2,16,0,2,0
6,71,2,3,2,3,4,2,16,0,2,0
6,76,2,3,4,3,2,2,16,0,2,0
6,77,2,3,4,3,4,2,16,0,2,0
6,96,2,3,3,3,3,2,16,0,2,0
6,97,2,3,3,3,5,2,16,0,2,0
6,98,2,3,3,3,4,3,16,0,2,0
6,111,2,3,5,3,3,2,16,0,2,0
6,112,2,3,5,3,5,2,16,0,2,0
6,113,2,3,5,3,4,3,16,0,2,0
6,131,2,3,3,3,3,2,16,0,3,0
7,0,4,5,2,3,2,2,16,0,0,0
7,6,4,5,3,3,3,2,16,0,0,0
7,17,4,5,2,3,4,2,16,0,1,0
7,19,4,5,4,3,4,2,16,0,1,0
7,37,4,5,3,3,3,2,16,0,1,0
7,38,4,5,3,3,5,2,16,0,1,0
7,39,4,5,3,3,4,3,16,0,1,0
7,40,4,5,3,3,5,4,16,0,1,0
7,53,4,5,5,3,3,2,16,0,1,0
7,54,4,5,5,3,5,2,16,0,1,0
7,55,4,5,5,3,4,3,16,0,1,0
7,56,4,5,5,3,5,4,16,0,1,0
7,70,4,5,2,3,2,2,16,0,2,0
7,71,4,5,2,3,4,2,16,0,2,0
7,76,4,5,4,3,2,2,16,0,2,0
7,77,4,5,4,3,4,2,16,0,2,0
7,96,4,5,3,3,3,2,16,0,2,0
7,97,4,5,3,3,5,2,16,0,2,0
7,98,4,5,3,3,4,3,16,0,2,0
7,111,4,5,5,3,3,2,16,0,2,0
7,112,4,5,5,3,5,2,16,0,2,0
7,113,4,5,5,3,4,3,16,0,2,0
7,131,4,5,3,3,3,2,16,0,3,0
8,9,2,3,4,4,5,4,19,0,0,0
8,15,2,3,5,4,5,5,19,0,0,0
8,29,2,3,2,4,3,2,19,0,1,0
8,30,2,3,2,4,5,2,19,0,1,0
8,31,2,3,2,4,4,3,19,0,1,0
8,32,2,3,2,4,5,4,19,0,1,0
8,49,2,3,4,4,3,2,19,0,1,0
8,50,2,3,4,4,5,2,19,0,1,0
8,51,2,3,4,4,4,3,19,0,1,0
8,52,2,3,4,4,5,4,19,0,1,0
8,63,2,3,3,4,5,3,19,0,1,0
8,65,2,3,5,4,5,3,19,0,1,0
8,87,2,3,2,4,3,2,19,0,2,0
8,120,2,3,3,4,3,3,19,0,2,0
9,9,4,5,4,4,5,4,19,0,0,0
9,15,4,5,5,4,5,5,19,0,0,0
9,29,4,5,2,4,3,2,19,0,1,0
9,30,4,5,2,4,5,2,19,0,1,0
9,31,4,5,2,4,4,3,19,0,1,0
9,32,4,5,2,4,5,4,19,0,1,0
9,49,4,5,4,4,3,2,19,0,1,0
9,50,4,5,4,4,5,2,19,0,1,0
9,51,4,5,4,4,4,3,19,0,1,0
9,52,4,5,4,4,5,4,19,0,1,0
9,63,4,5,3,4,5,3,19,0,1,0
9,65,4,5,5,4,5,3,19,0,1,0
9,87,4,5,2,4,3,2,19,0,2,0
9,120,4,5,3,4,3,3,19,0,2,0
10,3,2,3,4,5,4,4,18,0,0,0
10,11,2,3,5,5,5,4,18,0,0,0
10,18,2,3,2,5,4,2,18,0,1,0
10,20,2,3,4,5,4,2,18,0,1,0
10,41,2,3,3,5,3,2,18,0,1,0
10,42,2,3,3,5,5,2,18,0,1,0
10,43,2,3,3,5,4,3,18,0,1,0
10,44,2,3,3,5,5,4,18,0,1,0
10,57,2,3,5,5,3,2,18,0,1,0
10,58,2,3,5,5,5,2,18,0,1,0
10,59,2,3,5,5,4,3,18,0,1,0
10,60,2,3,5,5,5,4,18,0,1,0
10,72,2,3,2,5,2,2,18,0,2,0
10,99,2,3,3,5,3,2,18,0,2,0
11,3,4,5,4,5,4,4,18,0,0,0
11,11,4,5,5,5,5,4,18,0,0,0
11,18,4,5,2,5,4,2,18,0,1,0
11,20,4,5,4,5,4,2,18,0,1,0
11,41,4,5,3,5,3,2,18,0,1,0
11,42,4,5,3,5,5,2,18,0,1,0
11,43,4,5,3,5,4,3,18,0,1,0
11,44,4,5,3,5,5,4,18,0,1,0
11,57,4,5,5,5,3,2,18,0,1,0
11,58,4,5,5,5,5,2,18,0,1,0
11,59,4,5,5,5,4,3,18,0,1,0
11,60,4,5,5,5,5,4,18,0,1,0
11,72,4,5,2,5,2,2,18,0,2,0
11,99,4,5,3,5,3,2,18,0,2,0
12,4,3,3,2,3,3,2,17,0,0,0
12,12,3,3,3,3,3,3,17,0,0,-59.645954592586953
12,25,3,3,2,3,3,2,17,0,1,0
12,26,3,3,2,3,5,2,17,0,1,0
12,27,3,3,2,3,4,3,17,0,1,0
12,28,3,3,2,3,5,4,17,0,1,0
12,45,3,3,4,3,3,2,17,0,1,0
12,46,3,3,4,3,5,2,17,0,1,0
12,47,3,3,4,3,4,3,17,0,1,0
12,48,3,3,4,3,5,4,17,0,1,0
12,62,3,3,3,3,5,3,17,0,1,0
12,64,3,3,5,3,5,3,17,0,1,2.0590079999999995
12,84,3,3,2,3,3,2,17,0,2,0
12,85,3,3,2,3,5,2,17,0,2,0
12,86,3,3,2,3,4,3,17,0,2,0
12,105,3,3,4,3,3,2,17,0,2,0
12,106,3,3,4,3,5,2,17,0,2,0
12,107,3,3,4,3,4,3,17,0,2,0
12,118,3,3,3,3,3,3,17,0,2,298.22977296293482
12,119,3,3,3,3,5,3,17,0,2,0
12,124,3,3,5,3,3,3,17,0,2,0
12,125,3,3,5,3,5,3,17,0,2,-3.4316799999999983
12,128,3,3,2,3,3,2,17,0,3,0
13,4,5,5,2,3,3,2,17,0,0,0
13,12,5,5,3,3,3,3,17,0,0,-4.5242213552166017
13,25,5,5,2,3,3,2,17,0,1,0
13,26,5,5,2,3,5,2,17,0,1,0
13,27,5,5,2,3,4,3,17,0,1,0
13,28,5,5,2,3,5,4,17,0,1,0
13,45,5,5,4,3,3,2,17,0,1,0
13,46,5,5,4,3,5,2,17,0,1,0
13,47,5,5,4,3,4,3,17,0,1,0
13,48,5,5,4,3,5,4,17,0,1,0
13,62,5,5,3,3,5,3,17,0,1,0
13,64,5,5,5,3,5,3,17,0,1,0
13,84,5,5,2,3,3,2,17,0,2,0
13,85,5,5,2,3,5,2,17,0,2,0
13,86,5,5,2,3,4,3,17,0,2,0
13,105,5,5,4,3,3,2,17,0,2,0
13,106,5,5,4,3,5,2,17,0,2,0
13,107,5,5,4,3,4,3,17,0,2,0
13,118,5,5,3,3,3,3,17,0,2,22.62110677608301
13,119,5,5,3,3,5,3,17,0,2,0
13,124,5,5,5,3,3,3,17,0,2,0
13,125,5,5,5,3,5,3,17,0,2,0
13,128,5,5,2,3,3,2,17,0,3,0
14,9,3,3,4,5,5,4,19,0,0,0
14,15,3,3,5,5,5,5,19,0,0,0
14,29,3,3,2,5,3,2,19,0,1,0
14,30,3,3,2,5,5,2,19,0,1,0
14,31,3,3,2,5,4,3,19,0,1,0
14,32,3,3,2,5,5,4,19,0,1,0
14,49,3,3,4,5,3,2,19,0,1,0
14,50,3,3,4,5,5,2,19,0,1,0
14,51,3,3,4,5,4,3,19,0,1,0
14,52,3,3,4,5,5,4,19,0,1,0
14,63,3,3,3,5,5,3,19,0,1,9.5973227995879515
14,65,3,3,5,5,5,3,19,0,1,0
14,87,3,3,2,5,3,2,19,0,2,0
14,120,3,3,3,5,3,3,19,0,2,0
15,9,5,5,4,5,5,4,19,0,0,0
15,15,5,5,5,5,5,5,19,0,0,0
15,29,5,5,2,5,3,2,19,0,1,0
15,30,5,5,2,5,5,2,19,0,1,0
15,31,5,5,2,5,4,3,19,0,1,0
15,32,5,5,2,5,5,4,19,0,1,0
15,49,5,5,4,5,3,2,19,0,1,0
15,50,5,5,4,5,5,2,19,0,1,0
15,51,5,5,4,5,4,3,19,0,1,0
15,52,5,5,4,5,5,4,19,0,1,0
15,63,5,5,3,5,5,3,19,0,1,2.9118770910606773
15,65,5,5,5,5,5,3,19,0,1,0
15,87,5,5,2,5,3,2,19,0,2,0
15,120,5,5,3,5,3,3,19,0,2,0
16,16,2,4,2,2,4,2,14,1,1,0
16,16,2,4,2,2,4,2,14,1,1,0
16,16,2,4,2,2,4,2,14,1,1,0
16,33,2,4,3,2,3,2,14,1,1,0
16,33,2,4,3,2,3,2,14,1,1,0
16,33,2,4,3,2,3,2,14,1,1,0
16,33,2,4,3,2,3,2,14,1,1,0
16,33,2,4,3,2,3,2,14,1,1,0
16,34,2,4,3,2,5,2,14,1,1,0
16,34,2,4,3,2,5,2,14,1,1,0
16,34,2,4,3,2,5,2,14,1,1,0
16,35,2,4,3,2,4,3,14,1,1,0
16,35,2,4,3,2,4,3,14,1,1,0
16,35,2,4,3,2,4,3,14,1,1,0
16,36,2,4,3,2,5,4,14,1,1,0
16,36,2,4,3,2,5,4,14,1,1,0
16,36,2,4,3,2,5,4,14,1,1,0
16,68,2,4,2,2,2,2,14,1,2,0
16,68,2,4,2,2,2,2,14,1,2,0
16,68,2,4,2,2,2,2,14,1,2,0
16,68,2,4,2,2,2,2,14,1,2,0
16,68,2,4,2,2,2,2,14,1,2,0
16,69,2,4,2,2,4,2,14,1,2,0
16,69,2,4,2,2,4,2,14,1,2,0
16,69,2,4,2,2,4,2,14,1,2,0
16,74,2,4,4,2,2,2,14,1,2,0
16,74,2,4,4,2,2,2,14,1,2,0
16,74,2,4,4,2,2,2,14,1,2,0
16,74,2,4,4,2,2,2,14,1,2,0
16,74,2,4,4,2,2,2,14,1,2,0
16,75,2,4,4,2,4,2,14,1,2,0
16,75,2,4,4,2,4,2,14,1,2,0
16,75,2,4,4,2,4,2,14,1,2,0
16,93,2,4,3,2,3,2,14,1,2,0
16,93,2,4,3,2,3,2,14,1,2,0
16,93,2,4,3,2,3,2,14,1,2,0
16,93,2,4,3,2,3,2,14,1,2,0
16,93,2,4,3,2,3,2,14,1,2,0
16,94,2,4,3,2,5,2,14,1,2,0
16,94,2,4,3,2,5,2,14,1,2,0
16,94,2,4,3,2,5,2,14,1,2,0
16,95,2,4,3,2,4,3,14,1,2,0
16,95,2,4,3,2,4,3,14,1,2,0
16,95,2,4,3,2,4,3,14,1,2,0
16,108,2,4,5,2,3,2,14,1,2,0
16,108,2,4,5,2,3,2,14,1,2,0
16,108,2,4,5,2,3,2,14,1,2,0
16,108,2,4,5,2,3,2,14,1,2,0
16,108,2,4,5,2,3,2,14,1,2,0
16,109,2,4,5,2,5,2,14,1,2,0
16,109,2,4,5,2,5,2,14,1,2,0
16,109,2,4,5,2,5,2,14,1,2,0
16,110,2,4,5,2,4,3,14,1,2,0
16,110,2,4,5,2,4,3,14,1,2,0
16,110,2,4,5,2,4,3,14,1,2,0
16,130,2,4,3,2,3,2,14,1,3,0
16,130,2,4,3,2,3,2,14,1,3,0
16,130,2,4,3,2,3,2,14,1,3,0
17,0,2,4,2,2,2,2,16,1,0,0
17,6,2,4,3,2,3,2,16,1,0,0
17,17,2,4,2,2,4,2,16,1,1,0
17,17,2,4,2,2,4,2,16,1,1,0
17,17,2,4,2,2,4,2,16,1,1,0
17,19,2,4,4,2,4,2,16,1,1,0
17,19,2,4,4,2,4,2,16,1,1,0
17,19,2,4,4,2,4,2,16,1,1,0
17,37,2,4,3,2,3,2,16,1,1,0
17,37,2,4,3,2,3,2,16,1,1,0
17,37,2,4,3,2,3,2,16,1,1,0
17,37,2,4,3,2,3,2,16,1,1,0
17,37,2,4,3,2,3,2,16,1,1,0
17,38,2,4,3,2,5,2,16,1,1,0
17,38,2,4,3,2,5,2,16,1,1,0
17,38,2,4,3,2,5,2,16,1,1,0
17,39,2,4,3,2,4,3,16,1,1,0
17,39,2,4,3,2,4,3,16,1,1,0
17,39,2,4,3,2,4,3,16,1,1,0
17,40,2,4,3,2,5,4,16,1,1,0
17,40,2,4,3,2,5,4,16,1,1,0
17,40,2,4,3,2,5,4,16,1,1,0
17,53,2,4,5,2,3,2,16,1,1,0
17,53,2,4,5,2,3,2,16,1,1,0
17,53,2,4,5,2,3,2,16,1,1,0
17,53,2,4,5,2,3,2,16,1,1,0
17,53,2,4,5,2,3,2,16,1,1,0
17,54,2,4,5,2,5,2,16,1,1,0
17,54,2,4,5,2,5,2,16,1,1,0
17,54,2,4,5,2,5,2,16,1,1,0
17,55,2,4,5,2,4,3,16,1,1,0
17,55,2,4,5,2,4,3,16,1,1,0
17,55,2,4,5,2,4,3,16,1,1,0
17,56,2,4,5,2,5,4,16,1,1,0
17,56,2,4,5,2,5,4,16,1,1,0
17,56,2,4,5,2,5,4,16,1,1,0
17,70,2,4,2,2,2,2,16,1,2,0
17,70,2,4,2,2,2,2,16,1,2,0
17,70,2,4,2,2,2,2,16,1,2,0
17,70,2,4,2,2,2,2,16,1,2,0
17,70,2,4,2,2,2,2,16,1,2,0
17,71,2,4,2,2,4,2,16,1,2,0
17,71,2,4,2,2,4,2,16,1,2,0
17,71,2,4,2,2,4,2,16,1,2,0
17,76,2,4,4,2,2,2,16,1,2,0
17,76,2,4,4,2,2,2,16,1,2,0
17,76,2,4,4,2,2,2,16,1,2,0
17,76,2,4,4,2,2,2,16,1,2,0
17,76,2,4,4,2,2,2,16,1,2,0
17,77,2,4,4,2,4,2,16,1,2,0
17,77,2,4,4,2,4,2,16,1,2,0
17,77,2,4,4,2,4,2,16,1,2,0
17,96,2,4,3,2,3,2,16,1,2,0
17,96,2,4,3,2,3,2,16,1,2,0
17,96,2,4,3,2,3,2,16,1,2,0
17,96,2,4,3,2,3,2,16,1,2,0
17,96,2,4,3,2,3,2,16,1,2,0
17,97,2,4,3,2,5,2,16,1,2,0
17,97,2,4,3,2,5,2,16,1,2,0
17,97,2,4,3,2,5,2,16,1,2,0
17,98,2,4,3,2,4,3,16,1,2,0
17,98,2,4,3,2,4,3,16,1,2,0
17,98,2,4,3,2,4,3,16,1,2,0
17,111,2,4,5,2,3,2,16,1,2,0
17,111,2,4,5,2,3,2,16,1,2,0
17,111,2,4,5,2,3,2,16,1,2,0
17,111,2,4,5,2,3,2,16,1,2,0
17,111,2,4,5,2,3,2,16,1,2,0
17,112,2,4,5,2,5,2,16,1,2,0
17,112,2,4,5,2,5,2,16,1,2,0
17,112,2,4,5,2,5,2,16,1,2,0
17,113,2,4,5,2,4,3,16,1,2,0
17,113,2,4,5,2,4,3,16,1,2,0
17,113,2,4,5,2,4,3,16,1,2,0
17,131,2,4,3,2,3,2,16,1,3,0
17,131,2,4,3,2,3,2,16,1,3,0
17,131,2,4,3,2,3,2,16,1,3,0
18,3,2,4,4,2,4,4,18,1,0,0
18,11,2,4,5,2,5,4,18,1,0,0
18,18,2,4,2,2,4,2,18,1,1,0
18,18,2,4,2,2,4,2,18,1,1,0
18,18,2,4,2,2,4,2,18,1,1,0
18,20,2,4,4,2,4,2,18,1,1,0
18,20,2,4,4,2,4,2,18,1,1,0
18,20,2,4,4,2,4,2,18,1,1,0
18,41,2,4,3,2,3,2,18,1,1,0
18,41,2,4,3,2,3,2,18,1,1,0
18,41,2,4,3,2,3,2,18,1,1,0
18,41,2,4,3,2,3,2,18,1,1,0
18,41,2,4,3,2,3,2,18,1,1,0
18,42,2,4,3,2,5,2,18,1,1,0
18,42,2,4,3,2,5,2,18,1,1,0
18,42,2,4,3,2,5,2,18,1,1,0
18,43,2,4,3,2,4,3,18,1,1,0
18,43,2,4,3,2,4,3,18,1,1,0
18,43,2,4,3,2,4,3,18,1,1,0
18,44,2,4,3,2,5,4,18,1,1,0
18,44,2,4,3,2,5,4,18,1,1,0
18,44,2,4,3,2,5,4,18,1,1,0
18,57,2,4,5,2,3,2,18,1,1,0
18,57,2,4,5,2,3,2,18,1,1,0
18,57,2,4,5,2,3,2,18,1,1,0
18,57,2,4,5,2,3,2,18,1,1,0
18,57,2,4,5,2,3,2,18,1,1,0
18,58,2,4,5,2,5,2,18,1,1,0
18,58,2,4,5,2,5,2,18,1,1,0
18,58,2,4,5,2,5,2,18,1,1,0
18,59,2,4,5,2,4,3,18,1,1,0
18,59,2,4,5,2,4,3,18,1,1,0
18,59,2,4,5,2,4,3,18,1,1,0
18,60,2,4,5,2,5,4,18,1,1,0
18,60,2,4,5,2,5,4,18,1,1,0
18,60,2,4,5,2,5,4,18,1,1,0
18,72,2,4,2,2,2,2,18,1,2,0
18,72,2,4,2,2,2,2,18,1,2,0
18,72,2,4,2,2,2,2,18,1,2,0
18,72,2,4,2,2,2,2,18,1,2,0
18,72,2,4,2,2,2,2,18,1,2,0
18,73,2,4,2,2,4,2,18,1,2,0
18,73,2,4,2,2,4,2,18,1,2,0
18,73,2,4,2,2,4,2,18,1,2,0
18,99,2,4,3,2,3,2,18,1,2,0
18,99,2,4,3,2,3,2,18,1,2,0
18,99,2,4,3,2,3,2,18,1,2,0
18,99,2,4,3,2,3,2,18,1,2,0
18,99,2,4,3,2,3,2,18,1,2,0
18,100,2,4,3,2,5,2,18,1,2,0
18,100,2,4,3,2,5,2,18,1,2,0
18,100,2,4,3,2,5,2,18,1,2,0
18,101,2,4,3,2,4,3,18,1,2,0
18,101,2,4,3,2,4,3,18,1,2,0
18,101,2,4,3,2,4,3,18,1,2,0
19,0,2,4,2,4,2,2,16,1,0,0
19,6,2,4,3,4,3,2,16,1,0,0
19,17,2,4,2,4,4,2,16,1,1,0
19,17,2,4,2,4,4,2,16,1,1,0
19,17,2,4,2,4,4,2,16,1,1,0
19,19,2,4,4,4,4,2,16,1,1,0
19,19,2,4,4,4,4,2,16,1,1,0
19,19,2,4,4,4,4,2,16,1,1,0
19,37,2,4,3,4,3,2,16,1,1,0
19,37,2,4,3,4,3,2,16,1,1,0
19,37,2,4,3,4,3,2,16,1,1,0
19,38,2,4,3,4,5,2,16,1,1,0
19,38,2,4,3,4,5,2,16,1,1,0
19,38,2,4,3,4,5,2,16,1,1,0
19,39,2,4,3,4,4,3,16,1,1,0
19,39,2,4,3,4,4,3,16,1,1,0
19,39,2,4,3,4,4,3,16,1,1,0
19,40,2,4,3,4,5,4,16,1,1,0
19,40,2,4,3,4,5,4,16,1,1,0
19,40,2,4,3,4,5,4,16,1,1,0
19,53,2,4,5,4,3,2,16,1,1,0
19,53,2,4,5,4,3,2,16,1,1,0
19,53,2,4,5,4,3,2,16,1,1,0
19,54,2,4,5,4,5,2,16,1,1,0
19,54,2,4,5,4,5,2,16,1,1,0
19,54,2,4,5,4,5,2,16,1,1,0
19,55,2,4,5,4,4,3,16,1,1,0
19,55,2,4,5,4,4,3,16,1,1,0
19,55,2,4,5,4,4,3,16,1,1,0
19,56,2,4,5,4,5,4,16,1,1,0
19,56,2,4,5,4,5,4,16,1,1,0
19,56,2,4,5,4,5,4,16,1,1,0
19,70,2,4,2,4,2,2,16,1,2,0
19,70,2,4,2,4,2,2,16,1,2,0
19,70,2,4,2,4,2,2,16,1,2,0
19,71,2,4,2,4,4,2,16,1,2,0
19,76,2,4,4,4,2,2,16,1,2,0
19,76,2,4,4,4,2,2,16,1,2,0
19,76,2,4,4,4,2,2,16,1,2,0
19,77,2,4,4,4,4,2,16,1,2,0
19,96,2,4,3,4,3,2,16,1,2,0
19,96,2,4,3,4,3,2,16,1,2,0
19,96,2,4,3,4,3,2,16,1,2,0
19,97,2,4,3,4,5,2,16,1,2,0
19,98,2,4,3,4,4,3,16,1,2,0
19,111,2,4,5,4,3,2,16,1,2,0
19,111,2,4,5,4,3,2,16,1,2,0
19,111,2,4,5,4,3,2,16,1,2,0
19,112,2,4,5,4,5,2,16,1,2,0
19,113,2,4,5,4,4,3,16,1,2,0
19,131,2,4,3,4,3,2,16,1,3,0
20,3,2,4,4,4,4,4,18,1,0,0
20,11,2,4,5,4,5,4,18,1,0,0
20,18,2,4,2,4,4,2,18,1,1,0
20,18,2,4,2,4,4,2,18,1,1,0
20,18,2,4,2,4,4,2,18,1,1,0
20,20,2,4,4,4,4,2,18,1,1,0
20,20,2,4,4,4,4,2,18,1,1,0
20,20,2,4,4,4,4,2,18,1,1,0
20,41,2,4,3,4,3,2,18,1,1,0
20,41,2,4,3,4,3,2,18,1,1,0
20,41,2,4,3,4,3,2,18,1,1,0
20,42,2,4,3,4,5,2,18,1,1,0
20,42,2,4,3,4,5,2,18,1,1,0
20,42,2,4,3,4,5,2,18,1,1,0
20,43,2,4,3,4,4,3,18,1,1,0
20,43,2,4,3,4,4,3,18,1,1,0
20,43,2,4,3,4,4,3,18,1,1,0
20,44,2,4,3,4,5,4,18,1,1,0
20,44,2,4,3,4,5,4,18,1,1,0
20,44,2,4,3,4,5,4,18,1,1,0
20,57,2,4,5,4,3,2,18,1,1,0
20,57,2,4,5,4,3,2,18,1,1,0
20,57,2,4,5,4,3,2,18,1,1,0
20,58,2,4,5,4,5,2,18,1,1,0
20,58,2,4,5,4,5,2,18,1,1,0
20,58,2,4,5,4,5,2,18,1,1,0
20,59,2,4,5,4,4,3,18,1,1,0
20,59,2,4,5,4,4,3,18,1,1,0
20,59,2,4,5,4,4,3,18,1,1,0
20,60,2,4,5,4,5,4,18,1,1,0
20,60,2,4,5,4,5,4,18,1,1,0
20,60,2,4,5,4,5,4,18,1,1,0
20,72,2,4,2,4,2,2,18,1,2,0
20,72,2,4,2,4,2,2,18,1,2,0
20,72,2,4,2,4,2,2,18,1,2,0
20,73,2,4,2,4,4,2,18,1,2,0
20,99,2,4,3,4,3,2,18,1,2,0
20,99,2,4,3,4,3,2,18,1,2,0
20,99,2,4,3,4,3,2,18,1,2,0
20,100,2,4,3,4,5,2,18,1,2,0
20,101,2,4,3,4,4,3,18,1,2,0
21,21,2,3,2,2,3,2,15,1,1,0
